agency_id,route_color,route_desc,route_id,route_long_name,route_short_name,route_text_color,route_type,route_url
nmbssncb,016AB3,"",gr:nmbssncb:1143,Charleroi-Central -- Quévy,L,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1146,Jambes -- Fleurus,S61,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1149,Wavre -- Jambes,S61,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1153,Fleurus -- Tamines,S61,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1159,Namur -- Jambes,S61,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1168,Wavre -- Fleurus,S61,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1169,Mons -- Saint-Ghislain,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:117,Anvers-Central -- Mol,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1170,Mons -- Quiévrain,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1171,Luxembourg (LU) -- Athus,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1172,Hollerich (LU) -- Athus,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1173,Berlin Gesundbrunnen -- Paris Nord (FR),TRN,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1174,Mouscron -- Grammont,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1175,Quévy -- Grammont,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1176,Quévy -- Ath,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1177,Jurbise -- Lessines,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1178,Mouscron -- Grammont,TRN,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1179,Mouscron -- Ath,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:118,Genk -- Landen,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1180,Quévy -- Lessines,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1181,Tournai -- Houraing,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1182,Ath -- Lessines,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1183,Heist-op-den-Berg -- Hasselt,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1184,Lierre -- Hasselt,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1185,Anvers-Central -- Testelt,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1186,Anvers-Central -- Begijnendijk,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1187,Liège-Guillemins -- Huy,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1188,Liège-Guillemins -- Namur,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1189,Liège-Guillemins -- Statte,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:119,Louvain -- Aarschot,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1190,Flémalle-Haute -- Namur,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1191,Statte -- Namur,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1192,Paris Nord (FR) -- Bruxelles-Midi,OTC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1553,Landen -- Waremme,BUS,FFFFFF,3,""
nmbssncb,FFCD00,"",gr:nmbssncb:973,Hal -- Malines,S5,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1,Malines -- Muizen,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:10,Louvain -- Landen,L,FFFFFF,2,""
nmbssncb,FFCD00,"",gr:nmbssncb:1004,Malines -- Enghien,S5,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:101,Gand-Saint-Pierre -- Schellebelle,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1015,Louvain -- Furnes,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1020,Louvain -- Deinze,IC,FFFFFF,2,""
nmbssncb,F3610A,"",gr:nmbssncb:1026,Schaerbeek -- Braine-le-Comte,S2,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1031,Brussels Airport-Zaventem -- Saint-Ghislain,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1033,Brussels Airport-Zaventem -- Braine-le-Comte,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1037,Herstal -- Mons,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1042,Flémalle-Haute -- Mons,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1048,Flémalle-Haute -- Mouscron,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1053,Liers -- Mouscron,TRN,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1059,Charleroi-Central -- Tournai,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1064,Flémalle-Haute -- Charleroi-Central,IC,FFFFFF,2,""
nmbssncb,0095CD,"",gr:nmbssncb:1078,Namur -- Denderleeuw,S8,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1081,Bruxelles-Luxembourg -- Louvain,S19,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1083,Louvain -- Landen,S19,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1088,Nivelles -- Brussels Airport-Zaventem,S19,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:109,Schaerbeek -- Louvain,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1096,Londerzeel -- Bruges,IC,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1100,Jambes -- Charleroi-Central,S61,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1106,Anvers-Central -- Tielen,IC,FFFFFF,2,""
nmbssncb,F16123,"",gr:nmbssncb:1108,Luttre -- La Louvière-Sud,S62,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:111,Anvers-Central -- Malines,L,FFFFFF,2,""
nmbssncb,F16123,"",gr:nmbssncb:1111,Charleroi-Central -- Manage,S62,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1115,Pepinster -- Welkenraedt,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1122,Anvers-Central -- Neerpelt,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1131,Welkenraedt -- Ostende,TRN,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1137,Hasselt -- Mol,TRN,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1142,Quévy -- La Louvière-Sud,L,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1150,Ottignies -- Tamines,S61,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1155,Wavre -- Namur,S61,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1160,Ottignies -- Namur,S61,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1163,Ottignies -- Charleroi-Central,S61,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1167,Wavre -- Charleroi-Central,S61,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1198,Aachen Hbf (DE) -- Liège-Saint-Lambert,S41,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:12,Bruges -- Gand-Saint-Pierre,BUS,FFFFFF,3,""
nmbssncb,016AB3,"",gr:nmbssncb:1207,Bruxelles-Midi -- Audenarde,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1215,Welkenraedt -- Bruges,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1223,Ettelbruck (LU) -- Liège-Guillemins,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1231,Ettelbruck (LU) -- Rivage,IC,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1236,Tongres -- Liège-Guillemins,S41,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:124,Anvers-Central -- Kontich-Lint,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1245,Liers -- Marloie,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1247,Rivage -- Marloie,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1261,Wavre -- Charleroi-Central,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1264,Zeebrugge-Strand -- Schellebelle,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1266,Luxembourg (LU) -- Libramont,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1271,Libramont -- Arlon,TRN,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1272,Luxembourg (LU) -- Kleinbettingen (LU),L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1273,Luxembourg (LU) -- Libramont,TRN,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1274,Malines -- Aalter,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1275,Libramont -- Athus,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1280,Liège-Guillemins -- Welkenraedt,BUS,FFFFFF,3,""
nmbssncb,016AB3,"",gr:nmbssncb:1285,Schaerbeek -- Anvers-Central,BUS,FFFFFF,3,""
nmbssncb,016AB3,"",gr:nmbssncb:1288,Namur -- Beauraing,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1001,Turnhout -- La Louvière-Centre,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1007,Bruxelles-Midi -- Tirlemont,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1012,Louvain -- Dixmude,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1018,Genk -- Gand-Saint-Pierre,TRN,FFFFFF,2,""
nmbssncb,F3610A,"",gr:nmbssncb:1023,Bruxelles-Midi -- Louvain,S2,FFFFFF,2,""
nmbssncb,F3610A,"",gr:nmbssncb:1029,Schaerbeek -- Bruxelles-Midi,S2,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1032,Brussels Airport-Zaventem -- Quévy,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1034,Brussels Airport-Zaventem -- Mons,TRN,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:104,Jette -- Bruxelles-Midi,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1045,Liers -- Tournai,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1050,Liers -- Blaton,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1056,Namur -- Saint-Ghislain,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1061,Herstal -- La Louvière-Sud,IC,FFFFFF,2,""
nmbssncb,CC2128,"",gr:nmbssncb:1067,Charleroi-Central -- Couvin,S64,FFFFFF,2,""
nmbssncb,0095CD,"",gr:nmbssncb:1072,Louvain-la-Neuve -- Denderleeuw,S8,FFFFFF,2,""
nmbssncb,0095CD,"",gr:nmbssncb:1074,Zottegem -- Hillegem,S8,FFFFFF,2,""
nmbssncb,0095CD,"",gr:nmbssncb:1080,Ottignies -- Louvain-la-Neuve,S8,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1082,Bruxelles-Luxembourg -- Brussels Airport-Zaventem,S19,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1089,Brussels Airport-Zaventem -- Charleroi-Central,S19,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1107,Anvers-Central -- Turnhout,TRN,FFFFFF,2,""
nmbssncb,F16123,"",gr:nmbssncb:1109,La Louvière-Sud -- Manage,S62,FFFFFF,2,""
nmbssncb,F16123,"",gr:nmbssncb:1110,Luttre -- Charleroi-Central,S62,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:112,Hasselt -- Diest,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1125,Geel -- Hamont,IC,FFFFFF,2,""
nmbssncb,F16123,"",gr:nmbssncb:1128,La Louvière-Centre -- Manage,S62,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1134,Anvers-Central -- Zonhoven,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:114,Anvers-Central -- Noorderkempen (Brecht),IC,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1147,Jambes -- Tamines,S61,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:115,Anvers-Central -- Lierre,L,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1154,Jambes -- Châtelet,S61,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1165,Charleroi-Central -- Fleurus,S61,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:120,Anvers-Central -- Anvers-Noorderdokken,L,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1201,Liège-Guillemins -- Liège-Saint-Lambert,S41,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1208,Liège-Guillemins -- Courtrai,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:121,Herentals -- Mol,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1216,Verviers-Central -- Bruges,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1224,Luxembourg (LU) -- Trois-Ponts,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1227,Liers -- Gouvy,IC,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1233,Hasselt -- Liège-Guillemins,S41,FFFFFF,2,""
nmbssncb,F16122,"",gr:nmbssncb:1240,Liège-Guillemins -- Herstal,S42,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1246,Liers -- Bomal,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1250,Malines -- Zeebrugge-Strand,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1254,Rochefort-Jemelle -- Bomal,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:126,Heist-op-den-Berg -- Louvain,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1260,Louvain -- Charleroi-Ouest,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1263,Ottignies -- Charleroi-Ouest,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:128,Nivelles -- Brussels Airport-Zaventem,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1284,Menin -- Poperinge,BUS,FFFFFF,3,""
nmbssncb,016AB3,"",gr:nmbssncb:1287,Yvoir -- Libramont,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1297,Rochefort-Jemelle -- Marloie,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1298,Ottignies -- Gembloux,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1299,Gembloux -- Namur,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:13,Courtrai -- Poperinge,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:130,Anvers-Noorderdokken -- Puurs,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1300,Ottignies -- Rhisnes,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1301,Paris Nord (FR) -- Aulnoye Aymeries (FR),OTC,FFFFFF,2,""
nmbssncb,CD1E1F,"",gr:nmbssncb:1302,Louvain-la-Neuve -- Alost,S4,FFFFFF,2,""
nmbssncb,CD1E1F,"",gr:nmbssncb:1303,Louvain-la-Neuve -- Denderleeuw,S4,FFFFFF,2,""
nmbssncb,CD1E1F,"",gr:nmbssncb:1304,Ottignies -- Alost,S4,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1002,Hal -- La Louvière-Sud,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1008,Bruxelles-Midi -- Louvain,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1013,Louvain -- Lichtervelde,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1014,Tongres -- Gand-Saint-Pierre,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1019,Gand-Saint-Pierre -- Alost,IC,FFFFFF,2,""
nmbssncb,F3610A,"",gr:nmbssncb:1024,Bruxelles-Nord -- Louvain,S2,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:103,Gand-Saint-Pierre -- Termonde,L,FFFFFF,2,""
nmbssncb,F3610A,"",gr:nmbssncb:1035,Zaventem -- Braine-le-Comte,S2,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1040,Statte -- Mons,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1046,Statte -- Mouscron,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1051,Tamines -- Tournai,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1057,Mons -- Blaton,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1062,Herstal -- Charleroi-Central,IC,FFFFFF,2,""
nmbssncb,CC2128,"",gr:nmbssncb:1070,Mariembourg -- Couvin,S64,FFFFFF,2,""
nmbssncb,0095CD,"",gr:nmbssncb:1077,Namur -- Zottegem,S8,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1092,Schaerbeek -- Bruxelles-Luxembourg,S19,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1095,Londerzeel -- Termonde,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:110,Anvers-Central -- Herentals,IC,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1101,Jambes -- Luttre,S61,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1103,Ottignies -- Jambes,S61,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1105,Anvers-Berchem -- Turnhout,IC,FFFFFF,2,""
nmbssncb,F16123,"",gr:nmbssncb:1113,Charleroi-Central -- Charleroi-Central,S62,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1118,Anvers-Central -- Hamont,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1120,Anvers-Berchem -- Hamont,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1126,Binche -- Braine-le-Comte,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1130,Welkenraedt -- Ostende,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1135,Lierre -- Hasselt,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1140,Hasselt -- Geel,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1145,Wien HBF (AT) -- Bruxelles-Midi,NJ,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1157,Namur -- Charleroi-Central,S61,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:116,Anvers-Central -- Essen,L,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1162,Ottignies -- Châtelet,S61,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1166,Ottignies -- Wavre,S61,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1195,Liège-Guillemins -- Welkenraedt,S41,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1197,Bruxelles-Midi -- Gand-Saint-Pierre,BUS,FFFFFF,3,""
nmbssncb,006033,"",gr:nmbssncb:1199,Liège-Saint-Lambert -- Welkenraedt,S41,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1206,Schaerbeek -- Audenarde,IC,FFFFFF,2,""
nmbssncb,CC2028,"",gr:nmbssncb:1212,Landen -- Liège-Guillemins,S44,FFFFFF,2,""
nmbssncb,CC2028,"",gr:nmbssncb:1214,Liège-Guillemins -- Visé,S44,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1220,Ettelbruck (LU) -- Gouvy,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1222,Luxembourg (LU) -- Rivage,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1228,Ettelbruck (LU) -- Liers,IC,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1234,Tongres -- Verviers-Central,S41,FFFFFF,2,""
nmbssncb,F16122,"",gr:nmbssncb:1239,Liège-Guillemins -- Liers,S42,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1248,Marloie -- Bomal,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:125,Bruxelles-Midi -- Brussels Airport-Zaventem,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1251,Londerzeel -- Zeebrugge-Dorp,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1252,Londerzeel -- Zeebrugge-Strand,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1255,Herstal -- Rochefort-Jemelle,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1258,Ottignies -- Charleroi-Central,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1265,Luxembourg (LU) -- Arlon,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1267,Rochefort-Jemelle -- Arlon,TRN,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1269,Ciney -- Arlon,TRN,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1270,Marloie -- Arlon,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1278,Libramont -- Libramont,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1279,Waremme -- Welkenraedt,BUS,FFFFFF,3,""
nmbssncb,016AB3,"",gr:nmbssncb:1281,Bruges -- Ostende,BUS,FFFFFF,3,""
nmbssncb,016AB3,"",gr:nmbssncb:1286,Hasselt -- Louvain,BUS,FFFFFF,3,""
nmbssncb,CD1E1F,"",gr:nmbssncb:1305,Louvain-la-Neuve -- Jette,S4,FFFFFF,2,""
nmbssncb,009697,"",gr:nmbssncb:1306,Ottignies -- Wavre,S20,FFFFFF,2,""
nmbssncb,212875,"",gr:nmbssncb:1307,Gand-Saint-Pierre -- Lokeren,S53,FFFFFF,2,""
nmbssncb,0095CD,"",gr:nmbssncb:1308,Ottignies -- Denderleeuw,S8,FFFFFF,2,""
nmbssncb,0095CD,"",gr:nmbssncb:1309,Bruxelles-Midi -- Zottegem,S8,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:131,Anvers-Central -- Lierre,IC,FFFFFF,2,""
nmbssncb,0095CD,"",gr:nmbssncb:1310,Bruxelles-Luxembourg -- Zottegem,S8,FFFFFF,2,""
nmbssncb,0095CD,"",gr:nmbssncb:1311,Ottignies -- Bruxelles-Midi,S8,FFFFFF,2,""
nmbssncb,0095CD,"",gr:nmbssncb:1312,Bruxelles-Luxembourg -- Bruxelles-Midi,S8,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1000,Bruxelles-Midi -- La Louvière-Sud,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1006,Bruxelles-Midi -- Tongres,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1011,Schaerbeek -- La Panne,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1017,Tirlemont -- Gand-Saint-Pierre,IC,FFFFFF,2,""
nmbssncb,F3610A,"",gr:nmbssncb:1022,Louvain -- Braine-le-Comte,S2,FFFFFF,2,""
nmbssncb,F3610A,"",gr:nmbssncb:1028,Ruisbroek -- Braine-le-Comte,S2,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1039,Flémalle-Haute -- Namur,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1044,Namur -- Mouscron,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:105,Merelbeke -- Eeklo,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1055,Namur -- Blaton,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1060,Charleroi-Central -- Saint-Ghislain,IC,FFFFFF,2,""
nmbssncb,000000,"",gr:nmbssncb:1066,Bruxelles-Midi -- Termonde,S10,FFFFFF,2,""
nmbssncb,CC2128,"",gr:nmbssncb:1069,Charleroi-Central -- Walcourt,S64,FFFFFF,2,""
nmbssncb,0095CD,"",gr:nmbssncb:1079,Ottignies -- Zottegem,S8,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1085,Bruxelles-Luxembourg -- Landen,S19,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1087,Bruxelles-Luxembourg -- Nivelles,S19,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1090,Bruxelles-Luxembourg -- Charleroi-Central,S19,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1094,Verviers-Central -- Courtrai,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1098,Welkenraedt -- Courtrai,TRN,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:11,Anvers-Central -- Gand-Saint-Pierre,L,FFFFFF,2,""
nmbssncb,F16123,"",gr:nmbssncb:1112,Charleroi-Central -- La Louvière-Centre,S62,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1117,Bruxelles-Midi -- Welkenraedt,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1124,Mol -- Neerpelt,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:113,Diest -- Genk,IC,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1133,Zonhoven -- Mol,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1139,Anvers-Central -- Heusden,L,FFFFFF,2,""
nmbssncb,016AB3,"",gr:nmbssncb:1144,Quévy -- La Louvière-Sud,TRN,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1151,Wavre -- Tamines,S61,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1156,Namur -- Fleurus,S61,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1161,Namur -- Châtelet,S61,FFFFFF,2,""
nmbssncb,006033,"",gr:nmbssncb:1164,Ottignies -- Fleurus,S61,FFFFFF,2,""
