location_type,parent_station,platform_code,stop_code,stop_desc,stop_id,stop_lat,stop_lon,stop_name,stop_url,wheelchair_boarding,zone_id
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8822533,50.94425,4.66301,Hambos,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8843406,50.52828,5.21968,Statte,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8861333,50.5135,4.67583,Mazy,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811007,50.87851,4.37864,Schaerbeek,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811106,50.867784,4.400963,Evere,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811130,50.889694,4.415358,Haren-Sud,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811148,50.907496,4.417075,Buda,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811155,50.888879,4.41998,Haren,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811163,50.877787,4.410024,Bordet,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811171,50.854071,4.394424,Meiser,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811189,50.924581,4.432826,Vilvorde,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811197,50.839282,4.398932,Mérode,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811205,50.818362,4.403871,Delta,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811213,50.890481,4.442773,Diegem,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811221,50.88572,4.46989,Zaventem,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811247,50.88331,4.50611,Nossegem,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8893039,51.00281,3.79709,Melle,"",,
1,,,,NMBSSNCB  STATION,nmbssncb:s-baisieuxfr,50.6186,3.234699,Baisieux (FR),,,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8814142,50.773685,4.339434,Linkebeek,"",,
1,,,,NMBSSNCB  STATION,nmbssncb:s-heerlen,50.890946,5.974577,Heerlen,,,
0,gs:nmbssncb:S8882206,BUS,"",NMBSSNCB  PLATFORM,gs:nmbssncb:8882206_BUS,50.464976,4.190611,La Louvière-Sud,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8814159,50.767628,4.353956,Holleken,"",,
0,gs:nmbssncb:S8895505,DSP 485,"",NMBSSNCB  PLATFORM,gs:nmbssncb:8895505_DSP 485,50.771135,3.872326,Grammont,"",,
0,gs:nmbssncb:S8896800,3,"",NMBSSNCB  PLATFORM,gs:nmbssncb:8896800_3,50.949029,3.130415,Roulers,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811254,50.89307,4.5433,Kortenberg,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811262,50.89651,4.585,Erps-Kwerps,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811270,50.90052,4.63352,Veltem,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811288,50.90353,4.67219,Herent,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811304,50.83894,4.373676,Bruxelles-Luxembourg,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811403,50.83,4.379444,Germoir,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811411,50.822191,4.389517,Etterbeek,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811429,50.809175,4.399885,Watermael,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811437,50.794698,4.408114,Boitsfort,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811445,50.766103,4.44949,Groenendaal,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811460,50.76016,4.46741,Hoeilaart,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811510,50.73796,4.49706,La Hulpe,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811528,50.725697,4.514834,Genval,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811536,50.71141,4.53286,Rixensart,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811544,50.699653,4.545435,Profondsart,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811601,50.67367,4.56936,Ottignies,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811635,50.69214,4.5753,Limal,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811676,50.669795,4.615746,Louvain-la-Neuve,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811718,50.70777,4.59475,Bierges-Walibi,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811726,50.71627,4.60478,Wavre,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811734,50.724421,4.621653,Basse-Wavre,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811742,50.73665,4.6496,Gastuche,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811759,50.754347,4.662441,Archennes,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811767,50.7615,4.65387,Florival,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811775,50.778516,4.651483,Pécrot,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811817,50.659944,4.569049,Céroux-Mousty,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811825,50.64557,4.56582,Court-Saint-Etienne,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811916,50.84328,4.380725,Bruxelles-Schuman,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8811940,50.8179,4.2918,Anderlecht,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8812005,50.85966,4.36085,Bruxelles-Nord,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8812013,50.863645,4.328982,Simonis,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8812021,50.87943,4.34851,Bockstael,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8812047,50.880832,4.326218,Jette,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8812062,50.890032,4.274546,Zellik,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8812070,50.906485,4.207988,Asse,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8812112,50.933475,4.216967,Mollem,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8812120,50.954954,4.222719,Merchtem,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8812146,50.974776,4.187317,Opwijk,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8812153,50.989597,4.156174,Heizijde,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8812161,51.005008,4.134372,Lebbeke,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8812211,50.872627,4.289892,Berchem-Sainte-Agathe,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8812229,50.868338,4.273542,Grand-Bigard,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8812237,50.86673,4.24339,Dilbeek,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8812245,50.86716,4.20508,Sint-Martens-Bodegem,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8812252,50.87452,4.16534,Ternat,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8812260,50.88245,4.11517,Essene Lombeek,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8813003,50.845655,4.356804,Bruxelles-Central,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8813037,50.84113,4.34787,Bruxelles-Chapelle,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8813045,50.85207,4.362051,Bruxelles-Congrès,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8814001,50.83571,4.33653,Bruxelles-Midi,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8814118,50.8102,4.32094,Forest-Est,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8814126,50.802412,4.3239,Uccle-Stalle,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8814134,50.791749,4.332211,Uccle-Calevoet,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8814167,50.747809,4.362001,Rhode-Saint-Genèse,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8814175,50.738812,4.370713,De Hoek,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8814209,50.599641,4.335065,Nivelles,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8814241,50.645419,4.365369,Lillois,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8814258,50.68478,4.37553,Braine-l'Alleud,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8814266,50.715418,4.383485,Waterloo,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8814308,50.73393,4.240633,Hal,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8814332,50.71511,4.22158,Lembeek,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8814340,50.75158,4.25856,Buizingen,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8814357,50.76636,4.2737,Lot,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8814365,50.79183,4.29533,Ruisbroek,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8814373,50.809216,4.309167,Forest-Midi,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8814415,50.751905,4.266485,Huizingen,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8814423,50.766613,4.302603,Beersel,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8814431,50.778321,4.330729,Moensberg,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8814449,50.794409,4.362758,Saint-Job,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8814456,50.801365,4.393081,Boondael,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8814464,50.796147,4.37405,Vivier D'Oie,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8814472,50.809919,4.39854,Arcades,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8815016,50.872797,4.342105,Tour-et-Taxis,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8815040,50.848557,4.32104,Bruxelles-Ouest,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8819406,50.896458,4.482072,Brussels Airport-Zaventem,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821006,51.217199,4.421098,Anvers-Central,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821063,51.24413,4.425033,Anvers-Luchtbal,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821071,51.281627,4.434153,Ekeren,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821089,51.26164,4.42791,Anvers-Noorderdokken,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821105,51.356836,4.6322,Noorderkempen (Brecht),"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821121,51.199228,4.432219,Anvers-Berchem,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821147,51.182963,4.448435,Mortsel,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821196,51.197833,4.390264,Anvers-Sud,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821238,51.171252,4.455737,Mortsel-Oude God,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821246,51.169027,4.468841,Mortsel-Liersesteenweg,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821311,51.134026,4.476358,Kontich-Lint,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821337,51.154118,4.465158,Hove,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821402,51.462764,4.451318,Essen,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821436,51.428091,4.463349,Wildert,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821444,51.391176,4.466825,Kalmthout,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821451,51.378661,4.467318,Kijkuit,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821519,51.364621,4.460482,Heide,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821535,51.31353,4.432662,Kapellen,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821543,51.291654,4.434902,Sint-Mariaburg,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821600,51.135762,4.560611,Lierre,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821634,51.163478,4.494487,Boechout,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821659,51.15106,4.61846,Kessel,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821667,51.15984,4.666589,Nijlen,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821709,51.168358,4.786148,Wolfstee,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821717,51.181512,4.82954,Herentals,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821725,51.165762,4.746515,Bouwel,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821816,51.113659,4.638808,Berlaar,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821824,51.094942,4.671533,Melkouwen,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821832,51.074145,4.708231,Heist-op-den-Berg,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821857,51.03734,4.773481,Booischot,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821865,51.02197,4.80034,Begijnendijk,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821907,51.322029,4.937413,Turnhout,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8821964,51.24102,4.89309,Tielen,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8822004,51.01765,4.482785,Malines,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8822053,51.010841,4.359118,Kapelle-op-den-Bos,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8822111,51.009092,4.299069,Londerzeel,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8822137,51.014489,4.22911,Malderen,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8822145,51.016294,4.201663,Buggenhout,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8822160,51.019436,4.153496,Baasrode-Zuid,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8822210,51.091245,4.493184,Duffel,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8822228,51.069979,4.496119,Sint-Katelijne-Waver,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8822251,50.977447,4.470935,Weerde,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8822269,50.9584,4.45749,Eppegem,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8822277,50.98866,4.49834,Hofstade,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8822343,51.029885,4.489917,Malines-Nekkerspoel,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8822426,51.0082,4.51384,Muizen,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8822459,50.997789,4.537634,Hever,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8822475,50.98185,4.5739,Boortmeerbeek,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8822517,50.966432,4.613306,Haacht,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8822525,50.958547,4.638014,Wespelaar-Tildonk,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8822608,51.066344,4.35602,Willebroek,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8822715,51.077216,4.282701,Puurs,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8822772,51.09923,4.24053,Bornem,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8822814,51.090713,4.360698,Boom,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8822848,51.081027,4.325001,Ruisbroek-Sauvegarde,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8824158,51.182697,4.347787,Hoboken-Polder,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8824224,51.136245,4.338294,Hemiksem,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8824232,51.125509,4.340261,Schelle,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8824240,51.111596,4.338591,Niel,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8831005,50.930826,5.327631,Hasselt,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8831039,50.886834,5.292867,Alken,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8831088,50.963761,5.187405,Schulen,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8831112,50.910454,5.419946,Diepenbeek,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8831138,50.86864,5.50938,Bilzen,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8831310,50.784403,5.47328,Tongres,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8831401,50.99334,5.05003,Diest,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8831765,50.967056,5.497683,Genk,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8831781,50.955815,5.408383,Bokrijk,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8831807,50.81762,5.17665,Saint-Trond,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8832003,51.11731,5.25729,Bourg-Léopold,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8832045,51.169098,5.164985,Balen,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8832227,51.087724,5.234375,Beverlo,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8832235,51.0506,5.23589,Beringen,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8832243,51.038205,5.281786,Heusden,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8832250,51.03352,5.330274,Zolder,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8832334,50.98956,5.348813,Zonhoven,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8832375,50.954845,5.350226,Kiewit,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8832409,51.191052,5.116333,Mol,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8832433,51.168957,4.988611,Geel,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8832458,51.17403,4.9025,Olen,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8832565,51.211564,5.312032,Lommel,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8832573,51.215622,5.422756,Overpelt,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8832615,51.222365,5.43717,Neerpelt,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8832664,51.246422,5.543276,Hamont,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8833001,50.882282,4.715868,Louvain,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8833050,50.83628,4.83552,Vertrijk,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8833126,50.862529,4.695201,Heverlee,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8833134,50.83593,4.65331,Oud-Heverlee,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8833159,50.80063,4.651728,Sint-Joris-Weert,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8833175,50.922745,4.701478,Wijgmaal,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8833209,50.98441,4.82404,Aarschot,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8833233,50.95626,4.747681,Wezemaal,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8833258,51.00247,4.86354,Langdorp,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8833266,51.00986,4.94583,Testelt,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8833274,51.00669,4.98736,Zichem,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8833308,50.80802,4.92581,Tirlemont,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8833449,50.77213,4.99422,Ezemaal,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8833605,50.74793,5.07966,Landen,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8833670,50.76396,5.03632,Neerwinden,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8841004,50.624551,5.566698,Liège-Guillemins,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8841202,50.66121,5.5097,Ans,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8841319,50.65861,5.46055,Bierset-Awans,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8841327,50.66181,5.42956,Voroux,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8841400,50.694549,5.24948,Waremme,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8841434,50.685066,5.286398,Bléret,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8841442,50.67861,5.32141,Remicourt,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8841459,50.66991,5.3676,Momalle,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8841467,50.664049,5.39845,Fexhe-le-Haut-Clocher,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8841525,50.646351,5.570451,Liège-Saint-Lambert,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8841558,50.6403,5.56113,Liège-Carré,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8841608,50.660913,5.622762,Herstal,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8841665,50.692454,5.600094,Milmort,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8841673,50.698185,5.566829,Liers,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8841731,50.750428,5.535429,Glons,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8842002,50.613144,5.59983,Angleur,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8842036,50.60802,5.616075,Chênée,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8842051,50.586982,5.643734,Chaudfontaine,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8842630,50.570625,5.583933,Tilff,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8842648,50.54762,5.587237,Méry,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8842655,50.539921,5.573567,Hony,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8842663,50.530564,5.572567,Esneux,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8842689,50.509211,5.578855,Poulseur,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8842705,50.483284,5.587635,Rivage,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8842754,50.472936,5.672496,Aywaille,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8842838,50.456863,5.566959,Comblain-la-Tour,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8842846,50.428184,5.533561,Hamoir,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8842853,50.403255,5.523566,Sy,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8843067,50.6089,5.513777,Seraing,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8843133,50.60984,5.55891,Sclessin,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8843141,50.619652,5.510161,Pont-de-Seraing,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8843158,50.618447,5.497871,Jemeppe-sur-Meuse,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8843166,50.60535,5.48098,Flémalle-Grande,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8843174,50.605396,5.536972,Ougrée,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8843208,50.595308,5.457661,Flémalle-Haute,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8843224,50.6004,5.46831,Leman,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8843240,50.58296,5.40199,Engis,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8843307,50.52724,5.23421,Huy,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8843323,50.53922,5.289727,Ampsin,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8843331,50.54601,5.32049,Amay,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8843349,50.553492,5.330336,Haute-Flône,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8843430,50.52263,5.19094,Bas-Oha,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8843901,50.643963,5.611062,Bressoux,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8844008,50.588139,5.854913,Verviers-Central,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8844057,50.590922,5.865333,Verviers-Palais,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8844206,50.568177,5.806155,Pepinster,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8844230,50.572086,5.741577,Nessonvaux,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8844255,50.565064,5.723666,Fraipont,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8844271,50.573212,5.688351,Trooz,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8844313,50.563405,5.804399,Pepinster-Cité,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8844321,50.544715,5.809935,Juslenville,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8844339,50.536161,5.81503,Theux,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8844347,50.525724,5.82222,Franchimont,"",,
1,,"","",NMBSSNCB  STATION,gs:nmbssncb:S8844404,50.490302,5.855101,Spa,"",,
